monthly_income_amt,education_level_cd,gender_cd,age,marital_status_cd,job_position_cd,car_own_flg,work_exp_cd,accnt_cnt,credit_amt_max,credit_card_sum,accnt_open_due_cnt,wrst_delqbalance_max,cred_av
30.0,SCH,M,29,UNM,SPC,0,0,1.0,4.31,0.0,0.0,2.457,4.31
30.0,UGR,F,56,UNM,SPC,0,0,19.0,452.0,52.5,1.0,11.204,113.848
25.0,UGR,F,29,UNM,SPC,0,0,7.0,80.0,0.0,0.0,3.1,38.567
25.0,GRD,F,26,MAR,SPC,0,0,40.0,1275.0,118.0,1.0,18.409,49.652
15.0,SCH,F,48,CIV,WRK,0,2,3.0,44.12,0.0,0.0,0.0,20.92
21.0,UGR,F,32,UNM,SPC,0,0,6.0,45.0,0.0,0.0,4.007,15.983
30.0,UGR,M,24,UNM,SPC,0,2,3.0,30.99,0.0,0.0,0.0,22.167
30.0,UGR,M,25,UNM,NOR,0,0,1.0,28.29,0.0,0.0,0.0,28.29
16.0,GRD,F,36,UNM,SPC,0,2,3.0,140.0,140.0,0.0,7.95,69.544
17.0,SCH,F,32,MAR,SPC,0,1,9.0,48.11,0.0,0.0,0.0,19.193
50.0,SCH,M,26,UNM,BIS,0,0,2.0,7.87,5.0,0.0,1.39,6.435
85.0,GRD,M,41,UNM,SPC,0,2,9.0,3.0,0.0,0.0,0.0,2.5
30.0,GRD,M,27,UNM,SPC,0,0,3.0,12.0,10.0,0.0,1.12,11.333
30.0,GRD,F,54,UNM,SPC,1,0,4.0,1900.0,96.0,0.0,0.0,530.28
42.5,SCH,F,46,CIV,BIS,0,0,4.0,38.66,19.0,0.0,0.0,23.45
25.0,SCH,F,33,MAR,UMN,0,0,1.0,19.03,0.0,0.0,0.0,19.03
34.0,SCH,F,38,DIV,SPC,0,2,5.0,94.97,20.0,0.0,0.34,56.652
50.0,GRD,M,43,DIV,SPC,1,0,9.0,1750.0,112.0,0.0,7.084,357.353
27.0,GRD,F,27,MAR,WRK,1,0,1.0,9.26,0.0,0.0,0.0,9.26
41.0,UGR,M,26,MAR,SPC,0,0,8.0,33.22,0.0,1.0,26.605,11.855
25.0,GRD,F,61,MAR,SPC,0,0,3.0,270.0,270.0,0.0,0.001,223.333
20.0,GRD,F,32,MAR,SPC,0,1,4.0,65.94,20.0,0.0,0.0,29.742
22.0,GRD,F,39,MAR,SPC,1,0,1.0,0.0,0.0,0.0,0.0,15.0
16.0,SCH,F,51,MAR,WRK,0,1,11.0,230.0,187.0,0.0,0.0,62.172
45.0,SCH,M,36,UNM,SPC,0,0,2.0,30.67,16.0,0.0,2.53,23.335
90.0,GRD,M,30,MAR,UMN,0,1,11.0,600.0,0.0,0.0,10.212,218.139
28.0,SCH,M,60,MAR,WRP,0,2,5.0,180.0,15.0,0.0,0.0,57.618
15.0,SCH,M,48,UNM,NOR,0,0,8.0,100.0,140.0,0.0,0.0,36.691
20.0,SCH,M,34,DIV,SPC,0,0,36.0,64.0,0.0,0.0,27.581,8.054
45.0,UGR,M,29,MAR,SPC,0,2,13.0,536.25,63.0,0.0,2.18,75.744
0.0,GRD,F,42,CIV,NOR,0,1,2.0,68.2,108.2,1.0,5.477,54.1
20.0,GRD,F,54,WID,SPC,0,0,14.0,81.5,0.0,0.0,2.792,21.426
55.0,SCH,M,43,MAR,SPC,0,1,17.0,400.0,80.0,0.0,1.23,112.139
100.0,SCH,M,56,MAR,WRK,0,0,2.0,96.44,0.0,0.0,18.88,68.35
23.0,SCH,F,27,MAR,SPC,0,0,3.0,10.14,0.0,0.0,25.951,5.88
15.0,SCH,M,41,MAR,BIU,0,2,7.0,16.25,16.25,0.0,0.0,10.471
35.0,SCH,M,32,MAR,SPC,0,0,9.0,19.22,0.0,0.0,28.002,7.338
30.0,UGR,F,19,UNM,ATP,0,0,3.0,4.0,0.0,0.0,0.0,3.333
50.0,SCH,F,29,UNM,UMN,0,1,3.0,24.12,0.0,0.0,24.973,20.98
15.0,SCH,M,30,UNM,SPC,0,1,4.0,983.73,0.0,2.0,983.726,249.988
30.0,UGR,F,59,MAR,SPC,0,2,22.0,132.0,33.0,0.0,6.423,30.252
8.0,SCH,F,59,MAR,PNA,0,0,2.0,31.17,0.0,0.0,23.089,28.17
45.0,UGR,M,30,MAR,WRK,0,0,5.0,25.64,0.0,0.0,5.49,12.346
28.0,SCH,F,38,MAR,WOI,0,2,11.0,53.28,0.0,0.0,52.753,28.619
60.0,SCH,M,23,UNM,BIS,0,0,2.0,56.67,0.0,1.0,0.0,29.835
30.0,GRD,F,25,UNM,SPC,0,1,1.0,1360.34,0.0,0.0,0.0,1360.346
50.0,SCH,M,54,UNM,BIS,0,0,8.0,49.68,40.0,0.0,60.559,19.899
12.0,SCH,M,29,UNM,WRK,0,0,5.0,101.56,0.0,0.0,6.454,38.43
45.0,GRD,M,30,MAR,SPC,1,1,4.0,2914.8,20.0,0.0,0.0,773.669
10.0,SCH,F,28,MAR,WRK,0,0,3.0,39.0,14.9,0.0,0.555,18.993
20.0,GRD,M,32,MAR,WRK,1,0,5.0,200.0,0.0,0.0,3.008,84.846
65.0,GRD,F,39,UNM,SPC,0,1,5.0,300.0,50.0,0.0,0.262,141.427
8.5,SCH,F,62,WID,PNA,0,0,9.0,54.9,15.0,0.0,7.07,9.872
70.0,GRD,M,31,MAR,SPC,0,0,9.0,3025.0,0.0,0.0,5.234,477.142
25.0,SCH,M,33,UNM,SPC,0,1,1.0,7.0,0.0,0.0,0.0,7.0
25.0,SCH,F,32,CIV,WRK,0,1,5.0,41.45,20.0,2.0,41.454,33.18
10.0,SCH,F,38,MAR,ATP,0,2,4.0,20.0,0.0,0.0,1.519,9.847
130.0,GRD,M,36,MAR,UMN,1,0,15.0,5654.0,104.0,0.0,9.02,532.086
30.0,UGR,M,26,UNM,SPC,0,0,10.0,251.0,29.0,0.0,1.692,47.604
18.0,UGR,F,42,MAR,DIR,0,2,12.0,43.0,15.0,0.0,1.098,19.485
40.0,UGR,M,27,UNM,UMN,1,0,1.0,34.14,0.0,0.0,0.0,34.14
29.0,SCH,F,57,WID,PNA,0,0,21.0,78.0,25.0,0.0,4.49,18.451
23.0,UGR,F,25,DIV,SPC,0,0,7.0,48.92,26.0,1.0,5.343,23.498
25.0,SCH,M,25,UNM,SPC,1,0,1.0,18.46,0.0,0.0,0.822,18.46
60.0,SCH,M,44,MAR,SPC,0,1,6.0,419.43,0.0,2.0,14.538,184.35
30.0,SCH,M,50,UNM,SPC,0,2,12.0,263.0,43.0,0.0,6.841,54.145
34.7,SCH,M,29,MAR,SPC,0,2,4.0,33.78,0.0,0.0,11.664,20.325
20.0,SCH,F,19,UNM,WRK,0,0,1.0,27.21,0.0,0.0,0.0,27.21
22.0,GRD,F,39,MAR,SPC,0,1,23.0,346.0,115.0,0.0,4.95,67.202
12.0,SCH,F,37,MAR,SPC,0,0,2.0,9.0,0.0,0.0,0.0,7.0
20.0,GRD,M,25,UNM,SPC,0,1,1.0,1.0,0.0,1.0,1.0,2.5
45.0,UGR,M,28,UNM,SPC,0,0,1.0,5.0,5.0,0.0,0.0,5.0
20.0,SCH,F,48,CIV,NOR,0,0,6.0,314.82,87.0,0.0,0.0,79.144
40.0,UGR,F,25,MAR,SPC,0,0,9.0,880.77,0.0,0.0,2.28,140.389
70.0,SCH,M,28,MAR,SPC,0,0,3.0,25.19,0.0,0.0,4.0,14.595
27.0,GRD,M,46,MAR,SPC,0,1,8.0,50.0,0.0,0.0,0.0,26.162
30.0,GRD,F,40,MAR,UMN,0,0,4.0,600.0,35.0,0.0,0.0,391.226
24.0,SCH,F,64,WID,SPC,0,2,11.0,185.3,28.0,1.0,5.079,57.717
30.0,SCH,M,27,MAR,WRK,0,0,1.0,14.0,14.0,0.0,2.836,14.0
35.0,GRD,F,50,MAR,DIR,0,1,2.0,31.78,0.0,0.0,0.0,30.26
15.0,SCH,F,66,WID,PNA,0,0,3.0,7.0,7.0,0.0,0.0,7.0
150.0,GRD,M,29,MAR,INP,0,0,1.0,2000.0,0.0,0.0,0.0,2000.005
30.0,GRD,F,33,MAR,SPC,1,0,18.0,421.85,74.0,0.0,5.136,55.202
59.0,GRD,M,23,CIV,UMN,1,0,3.0,59.52,0.0,0.0,0.04,52.06
25.0,SCH,M,24,UNM,WOI,0,1,1.0,74.84,74.84,0.0,0.0,74.84
35.0,SCH,M,46,MAR,SPC,0,2,7.0,524.96,0.0,0.0,1.434,197.535
100.0,GRD,M,27,CIV,UMN,1,0,1.0,337.07,337.07,0.0,92.476,337.071
50.0,GRD,F,31,MAR,SPC,0,2,4.0,105.94,0.0,0.0,0.0,82.178
40.0,SCH,F,26,UNM,SPC,0,0,8.0,431.0,10.0,0.0,5.069,98.84
50.0,UGR,M,43,MAR,SPC,0,1,15.0,1090.52,195.0,0.0,1.228,142.516
125.0,GRD,M,41,MAR,UMN,0,1,8.0,208.65,22.98,0.0,5.823,53.834
20.0,SCH,M,37,UNM,SPC,0,1,2.0,60.0,0.0,1.0,26.292,30.5
32.0,SCH,F,35,DIV,WOI,0,2,6.0,55.0,70.0,0.0,30.904,23.832
100.0,SCH,M,37,MAR,BIS,0,0,1.0,18.0,18.0,0.0,0.0,18.0
52.0,UGR,M,20,UNM,UMN,0,0,1.0,0.0,0.0,0.0,0.0,15.0
30.0,SCH,F,30,MAR,SPC,0,1,8.0,130.0,50.0,0.0,1.578,39.687
40.0,SCH,F,45,WID,WRK,0,1,16.0,84.54,45.0,1.0,3.672,23.258
70.0,GRD,F,26,MAR,NOR,0,0,1.0,175.0,175.0,0.0,0.0,175.0
21.0,UGR,F,23,MAR,SPC,0,0,3.0,37.0,53.5,0.0,0.0,26.75
45.0,SCH,M,37,MAR,SPC,0,0,3.0,750.0,0.0,0.0,1.855,266.871
25.0,SCH,F,28,UNM,SPC,0,0,2.0,34.58,0.0,0.0,51.644,28.565
55.0,UGR,M,48,UNM,INP,1,1,3.0,238.33,0.0,0.0,0.0,91.234
15.5,SCH,F,70,WID,PNA,0,0,1.0,27.05,0.0,0.0,13.808,27.05
15.0,UGR,F,28,MAR,SPC,0,0,2.0,25.9,0.0,0.0,1.74,14.925
50.0,GRD,M,38,UNM,WRK,1,2,9.0,700.0,15.0,1.0,10.371,198.541
23.0,UGR,F,37,MAR,SPC,0,2,2.0,27.84,26.0,0.0,0.0,26.92
25.0,SCH,F,25,UNM,SPC,0,1,4.0,72.0,25.22,0.0,22.039,49.305
21.0,SCH,M,38,WID,SPC,0,0,3.0,34.0,34.0,0.0,2.605,25.927
0.038,SCH,M,22,MAR,SPC,0,0,1.0,3.0,0.0,0.0,0.0,3.0
100.0,GRD,M,40,MAR,UMN,1,2,11.0,700.0,340.0,0.0,2.917,382.005
25.0,SCH,M,46,UNM,BIS,0,0,1.0,15.84,0.0,0.0,1.333,15.84
40.0,SCH,M,25,UNM,SPC,0,0,10.0,10.0,0.0,0.0,10.0,3.778
35.0,SCH,F,26,UNM,SPC,0,1,1.0,71.0,71.0,0.0,4.069,71.0
65.0,UGR,F,48,MAR,SPC,0,2,20.0,500.0,50.0,0.0,3.364,217.88
65.0,GRD,F,28,UNM,SPC,0,0,2.0,24.8,0.0,0.0,0.242,22.74
50.0,GRD,M,37,MAR,UMN,1,1,20.0,755.0,116.0,1.0,8.209,102.448
17.0,UGR,F,24,UNM,SPC,0,0,3.0,24.53,0.0,0.0,0.002,15.877
15.0,SCH,F,41,MAR,WRK,0,1,2.0,61.0,12.27,0.0,56.927,36.635
30.0,GRD,F,54,MAR,SPC,0,2,12.0,250.7,10.0,0.0,4.089,54.702
40.0,SCH,M,28,UNM,SPC,0,1,5.0,15.0,15.01,0.0,6.068,6.09
35.0,GRD,M,33,MAR,SPC,0,1,12.0,436.82,85.4,0.0,1.297,86.306
50.0,GRD,F,28,CIV,NOR,1,0,18.0,56.97,13.1,0.0,31.667,12.99
37.5,SCH,M,23,UNM,BIS,0,0,7.0,31.84,0.0,0.0,0.84,19.383
18.0,SCH,F,34,UNM,ATP,0,2,6.0,93.31,23.0,0.0,1.42,32.943
23.0,SCH,M,22,UNM,SPC,0,0,1.0,3.0,0.0,0.0,0.0,3.0
10.0,SCH,F,37,MAR,WRK,0,1,7.0,92.89,30.0,0.0,2.299,30.417
70.0,GRD,F,33,MAR,BIS,0,0,2.0,80.0,75.0,0.0,81.668,77.5
15.0,SCH,F,30,MAR,SPC,0,0,49.0,616.86,61.0,0.0,7.181,26.591
12.0,UGR,M,56,UNM,SPC,0,0,2.0,115.0,0.0,0.0,0.0,77.5
12.0,SCH,F,63,MAR,ATP,0,2,7.0,39.62,0.0,0.0,0.0,17.47
80.0,GRD,F,29,UNM,SPC,0,0,2.0,34.0,54.0,0.0,0.0,27.0
30.0,SCH,M,48,MAR,WRK,0,0,15.0,295.92,70.0,0.0,3.214,56.973
30.0,GRD,M,32,MAR,SPC,1,0,4.0,20.02,0.0,0.0,11.096,7.073
25.0,SCH,F,29,MAR,SPC,0,1,3.0,61.39,15.0,0.0,0.0,33.91
30.0,SCH,F,21,UNM,SPC,0,0,2.0,29.02,20.0,0.0,2.521,24.51
30.0,GRD,F,25,UNM,SPC,0,0,1.0,18.2,0.0,0.0,0.0,18.2
25.0,SCH,M,24,UNM,NOR,0,0,3.0,3.0,0.0,0.0,0.982,2.5
35.0,SCH,M,37,MAR,NOR,0,0,1.0,12.27,0.0,0.0,0.0,12.27
50.0,GRD,M,49,MAR,SPC,0,0,13.0,629.9,200.0,0.0,15.156,98.544
65.0,UGR,F,30,MAR,NOR,1,0,1.0,32.55,0.0,0.0,3.153,32.55
40.0,SCH,F,39,MAR,WRK,0,0,1.0,20.82,0.0,0.0,0.0,20.82
20.0,SCH,F,37,MAR,SPC,0,0,14.0,38.0,12.86,0.0,0.186,16.602
55.0,SCH,F,37,DIV,SPC,0,2,13.0,805.08,0.0,0.0,2.12,203.795
25.0,SCH,M,33,UNM,WRK,0,0,8.0,26.16,0.0,0.0,2.437,16.109
24.0,SCH,M,34,UNM,SPC,0,0,1.0,12.13,0.0,0.0,0.0,12.13
23.0,SCH,M,26,UNM,SPC,0,0,1.0,23.8,0.0,0.0,6.853,23.8
35.0,UGR,M,26,UNM,SPC,0,1,3.0,38.38,0.0,1.0,3.527,31.533
42.0,GRD,M,26,UNM,SPC,0,0,2.0,60.0,60.0,0.0,0.0,49.635
80.0,GRD,F,34,MAR,SPC,0,2,16.0,651.0,100.0,0.0,30.144,107.964
30.0,GRD,M,64,MAR,SPC,0,2,4.0,160.0,0.0,0.0,0.0,85.0
45.0,SCH,M,25,MAR,WRK,0,1,4.0,27.71,0.91,0.0,0.0,11.948
24.0,UGR,F,21,UNM,SPC,0,0,1.0,7.0,7.0,0.0,0.0,7.0
0.025,SCH,M,30,UNM,WRK,0,1,4.0,37.66,0.0,0.0,116.59,17.84
41.0,GRD,M,44,MAR,UMN,0,2,6.0,266.95,0.0,0.0,8.959,97.294
30.0,UGR,M,42,MAR,SPC,0,2,13.0,158.1,0.0,0.0,0.527,63.685
100.0,UGR,M,25,UNM,SPC,0,0,1.0,9.42,0.0,0.0,0.0,9.42
70.0,UGR,F,25,UNM,SPC,0,1,5.0,2000.0,38.0,0.0,0.0,521.122
27.0,GRD,M,37,MAR,SPC,0,0,5.0,58.72,40.0,0.0,3.274,46.268
15.0,SCH,F,43,MAR,SPC,0,0,10.0,450.0,0.0,0.0,0.78,62.607
130.0,GRD,M,31,MAR,UMN,1,0,8.0,525.0,600.0,0.0,14.673,192.845
45.0,SCH,M,37,MAR,WRK,1,0,9.0,180.0,408.0,0.0,2.041,57.4
37.0,UGR,F,48,UNM,SPC,0,2,19.0,283.0,150.0,0.0,3.497,49.41
30.0,GRD,F,31,UNM,SPC,0,0,12.0,200.0,200.0,0.0,2.582,43.468
25.0,SCH,F,54,MAR,WRP,0,1,6.0,50.0,0.0,0.0,34.75,21.937
20.0,SCH,F,41,MAR,SPC,0,1,5.0,166.0,15.0,0.0,0.0,45.782
19.0,GRD,M,37,MAR,SPC,0,2,2.0,19.02,0.0,0.0,0.0,19.02
55.0,SCH,M,24,UNM,SPC,0,0,1.0,222.0,0.0,0.0,0.0,221.999
60.0,GRD,M,35,MAR,UMN,1,0,5.0,250.0,0.0,0.0,82.916,111.784
36.0,GRD,M,23,UNM,SPC,0,0,1.0,52.0,0.0,0.0,0.0,52.0
30.0,SCH,F,31,MAR,SPC,0,0,2.0,45.0,45.0,0.0,1.864,33.8
25.0,UGR,M,21,UNM,SPC,0,0,3.0,42.96,0.0,0.0,0.0,38.64
30.0,UGR,F,29,MAR,SPC,0,0,20.0,178.57,0.0,0.0,706.206,22.517
50.0,GRD,F,29,MAR,UMN,0,1,8.0,22.62,0.0,0.0,1.33,13.501
20.0,SCH,F,41,MAR,SPC,0,2,5.0,76.0,40.0,0.0,2.36,33.66
20.0,UGR,F,24,UNM,ATP,0,0,1.0,18.99,0.0,0.0,2.068,18.99
20.0,SCH,F,28,UNM,NOR,0,0,6.0,387.64,5.65,0.0,5.021,67.952
70.0,SCH,M,43,DIV,WRK,0,0,4.0,150.0,15.0,0.0,0.155,59.5
45.0,UGR,F,38,UNM,SPC,0,0,11.0,594.1,15.0,0.0,3.581,112.106
100.0,SCH,M,54,MAR,BIS,1,0,1.0,17.0,17.0,0.0,0.0,17.0
50.0,UGR,M,24,UNM,SPC,0,0,2.0,30.0,45.0,0.0,0.0,22.5
40.0,SCH,F,48,UNM,BIU,0,0,3.0,116.0,116.0,0.0,1.116,43.577
23.0,GRD,F,29,DIV,SPC,0,0,3.0,240.0,240.0,0.0,0.0,149.167
16.0,SCH,F,22,MAR,ATP,0,0,1.0,15.0,15.0,0.0,15.0,15.0
50.0,SCH,M,52,MAR,BIU,1,2,5.0,744.59,0.0,0.0,0.0,330.291
24.0,SCH,F,30,UNM,SPC,0,1,13.0,110.5,0.0,0.0,2.33,28.478
40.0,GRD,F,31,UNM,SPC,0,0,13.0,84.06,0.0,0.0,4.393,15.776
35.0,GRD,M,39,MAR,SPC,0,2,2.0,42.56,0.0,0.0,1.88,29.335
25.0,GRD,F,55,DIV,WOI,0,2,2.0,63.43,18.0,0.0,0.0,40.715
18.0,GRD,F,45,MAR,SPC,0,2,18.0,104.0,15.0,0.0,0.076,28.132
30.0,UGR,M,25,MAR,SPC,0,0,2.0,23.95,0.0,1.0,9.036,12.725
27.0,SCH,M,36,MAR,WRK,1,2,1.0,13.12,0.0,0.0,5.21,13.12
40.0,UGR,M,28,UNM,SPC,0,0,10.0,134.56,65.0,0.0,1.922,38.304
25.0,GRD,F,27,UNM,SPC,0,0,1.0,12.73,0.0,0.0,0.0,12.73
24.0,UGR,M,24,UNM,WRK,0,0,4.0,5.0,0.0,0.0,12.718,3.0
25.0,GRD,F,45,MAR,INP,1,2,3.0,990.0,25.0,0.0,0.0,507.499
50.0,SCH,M,38,MAR,NOR,0,0,4.0,16.82,0.0,1.0,2.702,11.347
40.0,GRD,M,30,UNM,WRK,0,1,28.0,526.29,146.0,1.0,112.228,44.864
25.0,GRD,F,47,MAR,WRK,0,0,8.0,55.0,0.0,0.0,0.0,17.565
25.0,SCH,M,25,UNM,SPC,0,0,5.0,53.54,0.0,0.0,11.003,38.898
20.0,SCH,M,36,MAR,SPC,0,2,7.0,700.0,0.0,0.0,50.567,126.571
50.0,GRD,M,31,UNM,WRK,0,0,10.0,207.0,225.0,0.0,9.893,62.584
25.0,SCH,F,28,MAR,HSK,0,0,8.0,114.6,0.0,1.0,6.124,35.911
9.0,SCH,F,51,WID,WRK,0,0,9.0,345.19,0.0,1.0,21.356,89.336
50.0,UGR,M,43,UNM,SPC,0,0,3.0,960.0,115.0,0.0,0.0,611.983
25.0,GRD,M,23,UNM,SPC,0,0,2.0,69.89,0.0,1.0,3.295,69.89
26.0,SCH,M,22,UNM,SPC,0,0,1.0,35.33,0.0,0.0,0.0,35.33
32.0,SCH,F,26,MAR,SPC,0,1,1.0,91.78,0.0,1.0,29.089,91.78
40.0,SCH,F,41,MAR,SPC,0,2,8.0,105.0,0.0,0.0,0.187,49.623
28.0,SCH,F,39,CIV,SPC,0,1,9.0,280.0,39.0,1.0,10.246,86.165
26.0,SCH,F,60,DIV,PNA,0,0,2.0,68.55,0.0,0.0,13.248,56.105
70.0,GRD,M,33,UNM,SPC,0,0,6.0,1500.0,33.0,0.0,0.0,273.096
160.0,SCH,M,43,MAR,BIS,1,0,3.0,3886.0,100.0,0.0,0.053,1495.334
21.0,GRD,F,32,UNM,SPC,0,1,7.0,480.0,95.0,0.0,6.248,134.04
30.0,SCH,F,36,MAR,BIS,0,0,2.0,20.0,32.0,1.0,1.406,16.0
25.0,SCH,M,21,CIV,SPC,0,0,1.0,8.09,0.0,0.0,0.0,8.09
60.0,UGR,M,60,DIV,SPC,0,0,2.0,50.0,50.0,0.0,6.1,27.5
28.0,GRD,M,46,UNM,SPC,0,1,2.0,100.0,36.0,0.0,0.0,68.0
25.0,GRD,M,36,MAR,SPC,0,2,8.0,475.89,0.0,0.0,11.231,183.289
50.0,GRD,M,24,UNM,SPC,0,0,4.0,581.19,0.0,0.0,0.76,170.86
42.0,SCH,M,47,MAR,UMN,0,2,6.0,22.24,0.0,0.0,9.118,19.683
25.0,SCH,F,33,MAR,SPC,0,1,2.0,7.23,0.0,0.0,1.765,6.34
30.0,SCH,F,35,MAR,WRK,1,2,10.0,474.57,120.0,0.0,4.584,121.935
30.0,SCH,M,25,UNM,WRK,0,0,3.0,5.0,0.0,0.0,11.587,4.465
18.0,UGR,M,32,UNM,SPC,0,0,7.0,7.21,0.0,0.0,0.0,3.843
22.0,GRD,F,63,UNM,PNV,0,0,13.0,300.0,0.0,0.0,1.969,125.397
42.0,UGR,M,38,MAR,SPC,0,2,5.0,32.18,0.0,0.0,1.225,15.152
35.0,UGR,F,20,UNM,SPC,0,0,2.0,34.34,0.0,0.0,5.455,19.67
30.0,SCH,M,34,MAR,BIS,0,0,5.0,30.73,0.0,1.0,30.729,12.722
45.0,UGR,M,29,MAR,SPC,0,0,10.0,253.17,235.0,0.0,5.027,100.421
30.0,GRD,M,25,UNM,SPC,0,0,8.0,648.0,166.23,0.0,0.0,186.958
33.0,SCH,F,34,UNM,SPC,0,1,15.0,24.54,20.0,0.0,6.039,8.149
45.0,SCH,M,38,MAR,SPC,0,2,3.0,146.0,0.0,0.0,3.001,87.244
25.0,SCH,F,26,MAR,SPC,0,1,1.0,3.0,0.0,1.0,0.6,3.0
55.0,GRD,M,44,MAR,NOR,0,0,1.0,0.0,0.0,0.0,22.885,15.0
35.0,SCH,F,31,MAR,SPC,1,2,25.0,540.0,247.5,0.0,12.859,80.14
35.0,GRD,M,28,UNM,SPC,0,1,2.0,221.0,40.0,0.0,0.0,130.5
30.0,SCH,M,44,MAR,SPC,0,0,4.0,52.39,0.0,0.0,5.329,28.027
30.0,SCH,F,60,DIV,NOR,0,0,1.0,27.0,27.0,0.0,2.647,27.0
30.0,SCH,F,24,UNM,SPC,0,1,2.0,48.94,0.0,0.0,1.487,48.94
10.0,UGR,M,48,MAR,SPC,0,0,2.0,1223.0,0.0,0.0,0.0,861.5
28.0,SCH,F,31,MAR,SPC,0,2,9.0,300.0,82.0,0.0,19.016,95.135
25.0,SCH,F,42,MAR,SPC,0,1,3.0,253.0,80.0,0.0,0.536,114.387
20.0,GRD,M,36,DIV,ATP,1,2,1.0,783.0,0.0,0.0,0.0,783.002
40.0,UGR,M,35,UNM,WRK,0,0,1.0,418.54,0.0,0.0,204.679,418.541
25.0,SCH,F,21,MAR,SPC,0,0,3.0,35.6,0.0,1.0,3.52,29.357
20.0,SCH,F,47,MAR,WOI,0,0,4.0,109.24,0.0,0.0,12.007,71.553
25.0,UGR,M,41,UNM,WOI,0,1,7.0,40.0,50.0,1.0,1.019,17.646
30.0,GRD,M,46,MAR,SPC,0,0,2.0,60.0,85.0,0.0,0.0,42.5
50.0,SCH,F,24,UNM,SPC,0,0,1.0,29.78,0.0,0.0,6.521,29.78
35.0,UGR,M,20,CIV,SPC,0,0,3.0,42.0,42.0,1.0,2.862,31.393
30.0,GRD,F,56,MAR,PNA,0,0,9.0,2500.0,235.0,0.0,3.859,426.556
40.0,SCH,M,39,MAR,SPC,0,2,7.0,350.0,0.0,0.0,0.0,162.633
20.0,SCH,F,64,DIV,PNA,0,0,10.0,300.0,164.0,0.0,0.433,88.643
100.0,UGR,M,25,UNM,WRK,0,1,3.0,737.88,0.0,0.0,0.0,263.561
30.0,SCH,F,28,MAR,WRK,0,1,13.0,1456.0,23.0,0.0,6.237,174.056
35.0,UGR,F,20,CIV,SPC,0,0,4.0,26.94,19.05,0.0,1.58,15.33
25.0,SCH,F,24,MAR,WRK,0,0,1.0,15.0,15.0,0.0,0.0,15.0
54.0,SCH,M,36,UNM,WRK,1,0,11.0,503.0,60.0,0.0,2.808,134.992
45.0,SCH,M,25,MAR,WRK,0,0,7.0,12.0,0.0,0.0,19.647,7.991
80.0,GRD,M,40,DIV,WRK,0,0,4.0,1656.3,0.0,1.0,1656.3,771.784
0.0,SCH,F,19,UNM,NOR,0,0,2.0,31.5,0.0,0.0,0.0,31.5
30.0,SCH,M,23,UNM,WRK,0,1,4.0,37.3,0.0,0.0,0.0,22.46
55.0,GRD,M,27,MAR,SPC,0,1,4.0,792.68,140.0,0.0,0.727,492.944
35.0,SCH,M,24,UNM,BIS,0,0,2.0,52.93,0.0,0.0,0.0,52.93
45.0,SCH,M,36,MAR,BIS,0,0,5.0,1598.0,0.0,0.0,21.585,329.529
25.0,SCH,F,39,MAR,SPC,0,2,4.0,40.0,0.0,0.0,0.0,20.145
10.0,SCH,F,37,MAR,ATP,0,1,5.0,600.0,0.0,0.0,0.0,126.356
12.0,SCH,F,65,WID,SPC,0,0,9.0,156.1,36.0,0.0,2.281,69.482
30.0,GRD,M,38,MAR,SPC,0,0,2.0,35.69,0.0,0.0,0.0,35.69
47.0,UGR,M,64,MAR,SPC,0,0,3.0,93.44,0.0,0.0,0.0,60.61
55.0,SCH,M,21,UNM,SPC,0,0,1.0,43.85,0.0,0.0,4.278,43.85
20.0,SCH,M,22,UNM,SPC,0,0,6.0,18.0,0.0,0.0,6.841,7.167
80.0,GRD,M,48,UNM,SPC,1,2,14.0,1825.69,56.0,0.0,0.929,253.5
50.0,GRD,M,30,MAR,SPC,0,1,5.0,415.2,45.0,0.0,0.0,117.424
45.0,SCH,F,37,MAR,HSK,0,0,3.0,26.8,14.0,0.0,3.603,20.15
35.0,SCH,M,28,UNM,WRK,0,0,1.0,30.0,0.0,0.0,0.0,30.0
29.0,UGR,M,23,MAR,WRK,1,0,2.0,2.0,0.0,1.0,0.0,2.5
25.0,GRD,F,44,MAR,SPC,0,2,13.0,200.0,240.0,1.0,4.128,60.939
29.0,SCH,M,21,UNM,WRK,0,0,2.0,18.37,0.0,0.0,0.0,18.37
30.0,GRD,F,29,MAR,SPC,0,1,1.0,500.0,0.0,0.0,0.0,499.998
35.0,SCH,M,33,MAR,SPC,0,0,6.0,8.0,0.0,0.0,0.0,5.293
40.0,GRD,M,37,DIV,SPC,0,0,5.0,110.0,0.0,0.0,13.552,49.75
30.0,UGR,M,21,UNM,SPC,1,0,3.0,84.78,84.78,0.0,3.789,59.893
40.0,GRD,M,35,UNM,SPC,1,0,5.0,1600.0,115.0,0.0,6.693,659.607
0.0,GRD,F,43,UNM,NOR,1,0,15.0,120.0,198.0,0.0,3.755,36.577
30.0,SCH,F,48,MAR,SPC,0,2,2.0,14.0,0.0,0.0,0.0,14.0
35.0,SCH,M,22,UNM,WRK,0,0,2.0,205.35,0.0,0.0,0.0,104.175
50.0,GRD,M,23,UNM,SPC,0,0,1.0,6.51,0.0,0.0,0.0,6.51
20.0,UGR,M,27,UNM,SPC,0,1,3.0,30.74,5.0,0.0,0.0,15.757
